"alcohol","density","free.sulfur.dioxide","residual.sugar","volatile.acidity","total.sulfur.dioxide","quality"
10.2,0.99366,18,7,0.29,113,1
11.9,0.99064,40,2.3,0.25,118,1
11.1,0.99178,20,2.5,0.21,130,0
11.2,0.99126,26,2.6,0.26,159,1
11.4,0.99129,28,3.2,0.27,152,1
10.6,0.99252,31,2.5,0.25,169,1
10.3,0.99709,33,14.7,0.35,151,0
10.4,0.99513,31,4.5,0.3,203,0
11.9,0.99045,19,2.2,0.24,111,1
11.9,0.99,41,1.9,0.23,98,1
10.4,0.99305,24,1.6,0.23,129,0
9.2,0.99888,22,17.3,0.24,126,1
11.3,0.99182,37,4.2,0.17,117,1
11.3,0.99182,37,4.2,0.17,117,1
11,0.9913,35,2.5,0.21,89,1
11.9,0.99,41,1.9,0.23,98,1
12.9,0.98836,47,1.4,0.28,147,1
10.8,0.9897,3,0.8,0.19,21,0
9.1,0.99586,53,8,0.25,206,1
10.4,0.99305,24,1.6,0.23,129,0
12.9,0.98892,31,1.7,0.18,103,1
12.2,0.99156,10,5.5,0.18,86,0
9.2,0.99888,22,17.3,0.24,126,1
10.3,0.99534,41,8.6,0.23,150,0
11,0.99322,47,6.9,0.17,128,1
11,0.99296,10,2.1,0.3,98,0
11.7,0.99098,31,2.2,0.24,100,1
12,0.98972,37,1.5,0.21,122,1
12.7,0.98964,30,2.5,0.33,148,1
8.8,0.99918,59,17.6,0.35,198,0
11.3,0.99182,37,4.2,0.17,117,1
12.8,0.99008,38,2.9,0.25,121,1
11.2,0.992,45,4.8,0.16,114,1
8.9,0.99851,51,11.9,0.39,221,1
11.2,0.99026,52,0.9,0.19,103,0
11.1,0.9906,42,1.3,0.25,135,1
10.8,0.99293,34,6.4,0.22,115,1
9.3,0.99658,33,4.3,0.19,126,1
8.9,0.99851,51,11.9,0.39,221,1
12.7,0.9911,9,8.1,0.33,34,1
12,0.9904,35,1.3,0.17,140,1
11.2,0.99026,52,0.9,0.19,103,0
8.8,0.99946,37,17.2,0.23,130,1
8.8,0.99946,37,17.2,0.23,130,1
8.8,0.99946,37,17.2,0.23,130,1
10.4,0.99568,45,8.7,0.32,154,1
8.8,0.99946,37,17.2,0.23,130,1
10.4,0.99568,45,8.7,0.32,154,1
14,0.9907,12,7.5,0.39,88,1
8.8,0.99946,37,17.2,0.23,130,1
13.1,0.99018,51,4.6,0.25,294,1
12.3,0.98994,30,3.7,0.29,88,1
12.6,0.99075,40,2.2,0.4,109,1
12,0.99212,38,7.4,0.39,133,1
9.5,0.99684,28,15.1,0.17,124,0
12,0.99212,38,7.4,0.39,133,1
12.7,0.99036,39,4.8,0.36,114,1
10.5,0.99456,30,7.9,0.19,130,1
12.9,0.98865,6,1,0.34,80,1
9.5,0.99684,28,15.1,0.17,124,0
12,0.99212,38,7.4,0.39,133,1
12.7,0.99036,39,4.8,0.36,114,1
11.9,0.99222,20,4.6,0.3,198,1
12,0.99022,32,1.4,0.68,123,1
12.5,0.99076,42,6.2,0.34,133,1
12.1,0.99144,36,6.1,0.28,118,1
12.5,0.98961,22,5.1,0.19,82,1
9.9,0.9936,28,6.3,0.16,113,1
10.7,0.99126,63,0.9,0.17,147,1
12,0.99044,24,2.3,0.2,87,1
12.2,0.99123,34,6.6,0.33,116,1
12.4,0.99123,39,7.5,0.33,124,1
12.4,0.9916,37,8.6,0.36,125,1
10.3,0.9959,55,11.9,0.21,140,1
12,0.99044,24,2.3,0.2,87,1
10.5,0.9931,44,7.1,0.41,154,0
9.5,0.99422,23,4.3,0.15,98,1
10.5,0.99194,31,1.1,0.2,106,0
12.3,0.98926,31,1,0.24,90,1
11.9,0.99306,38,7.9,0.16,107,1
9.8,0.99164,23,1,0.12,131,0
12.3,0.98926,31,1,0.24,90,1
11.4,0.98988,17,1,0.1,76,1
11,0.99268,49,7.3,0.21,115,1
10.8,0.99373,10,1.7,0.3,70,0
12.8,0.98939,42,1.3,0.18,125,1
11,0.99318,42,6.4,0.17,123,1
10.2,0.99196,42,1.8,0.19,148,0
12.5,0.98952,31,1.5,0.28,114,1
11.6,0.9911,49,3.8,0.24,146,1
11.9,0.99306,38,7.9,0.16,107,1
9.8,0.99164,23,1,0.12,131,0
11,0.99111,7,1.2,0.16,89,0
10.9,0.99321,36,5.3,0.21,123,1
11,0.99326,35,9.1,0.22,127,1
12.5,0.99124,47,6.5,0.34,126,1
11,0.99326,35,9.1,0.22,127,1
12,0.99214,40,6.3,0.21,121,1
12.4,0.9897,46,5.1,0.31,145,1
12.5,0.99124,47,6.5,0.34,126,1
12.8,0.98915,34,2.4,0.42,97,1
11,0.99326,35,9.1,0.22,127,1
9.1,0.99692,34,7.5,0.28,177,0
12.4,0.991,28,5,0.45,156,1
12.9,0.9913,22,6.75,0.29,98,1
10.9,0.99234,24,1.2,0.21,126,1
10.8,0.99402,39,1.6,0.25,164,0
10.6,0.99678,56,16.05,0.21,142,0
9,0.99458,29,5,0.33,106,0
12,0.99452,52,12.4,0.3,154,1
11.8,0.99033,23,0.95,0.24,131,0
10.6,0.9927,67,4.6,0.18,158,1
12.3,0.99002,17,1.7,0.335,74,1
11.5,0.99057,20,1,0.14,54,1
11.1,0.99127,48,1.3,0.13,111,0
9,0.99458,29,5,0.33,106,0
9.9,0.9927,8,2.5,0.29,111,0
12.8,0.98938,37,2.6,0.35,92,1
12.9,0.99001,19,2.1,0.38,76,0
12.9,0.99386,8,12.75,0.24,74,1
12,0.9899,41,1.1,0.16,115,1
12,0.99452,52,12.4,0.3,154,1
11.2,0.9913,57,3.7,0.15,151,1
13.3,0.98916,35,2.65,0.33,86,1
9.9,0.99276,38,2.5,0.2,125,1
9.5,0.99586,52,8.2,0.27,192,1
9.4,0.99556,58,7.3,0.27,200,1
11,0.99158,42,1.1,0.2,119,1
9.4,0.99548,60,6.6,0.13,150,1
11.5,0.99206,27,7,0.21,107,1
12.5,0.99412,6,14.5,0.31,79,0
11.9,0.99364,21,11.8,0.2,93,1
10.4,0.99338,22,3,0.25,141,1
11.2,0.9913,57,3.7,0.15,151,1
12.5,0.99123,44,6,0.22,141,1
11,0.99216,43,4.6,0.23,147,1
9.8,0.99328,37,2.5,0.27,115,0
12.3,0.99031,29,3.3,0.34,99,1
11,0.9908,29,1,0.16,113,1
12.6,0.98871,19,1.1,0.3,113,1
11.6,0.99119,42,1.4,0.29,109,1
12.3,0.99031,29,3.3,0.34,99,1
13.4,0.99146,20,8.55,0.21,86,1
9.8,0.99328,37,2.5,0.27,115,0
11.5,0.99245,39,6.7,0.22,116,1
11.6,0.99116,46,3.8,0.27,139,1
11.1,0.9921,41,4.5,0.25,147,1
11,0.99216,43,4.6,0.23,147,1
11.3,0.99162,52,4.2,0.13,131,1
9.9,0.99632,64,11.3,0.24,173,1
12.6,0.99082,31,5.5,0.26,105,1
11.8,0.9905,37,4.2,0.3,100,1
11.4,0.99177,54,2.2,0.38,201,0
9.2,0.9986,39,14.5,0.19,193,1
9.2,0.9986,39,14.5,0.19,193,1
9.2,0.9986,39,14.5,0.19,193,1
9.2,0.9986,39,14.5,0.19,193,1
9.2,0.9986,39,14.5,0.19,193,1
9.2,0.9986,39,14.5,0.19,193,1
13,0.98923,24,1.5,0.32,101,0
9.3,1.00014,32,18.75,0.19,193,1
12.6,0.99026,36,3.6,0.26,92,1
9.6,0.99358,60,1.4,0.24,247,1
8,0.99688,64,5.1,0.215,157,0
11.8,0.99407,34,10.5,0.24,105,1
10.2,0.99226,39,2,0.23,154,1
12.7,0.99097,26,2.6,0.33,126,1
9.4,0.9976,42,9.2,0.38,214,0
10.2,0.99166,21,1.8,0.15,115,0
12,0.99184,27,5.7,0.32,91,1
11.3,0.99135,29,2.4,0.22,100,1
11.8,0.99074,40,1.9,0.23,118,1
10.9,0.99193,40,1.4,0.22,129,0
9.8,0.99226,32,0.9,0.48,99,0
12.2,0.99142,29,4.6,0.23,154,1
11.1,0.99091,21,1.4,0.16,125,1
9.4,0.9976,42,9.2,0.38,214,0
11.4,0.99134,23,1.4,0.16,140,1
10.2,0.99166,21,1.8,0.15,115,0
12.8,0.98964,20,2.3,0.32,127,1
10.1,0.99229,43,2.3,0.12,125,1
9.4,0.99396,35,4.4,0.2,168,1
12.2,0.99148,38,6.4,0.34,103,1
10.9,0.9913,40,2.9,0.21,121,1
10.9,0.99126,40,2.8,0.23,122,1
10.9,0.9913,40,2.9,0.21,121,1
9.4,0.99396,35,4.4,0.2,168,1
9.4,0.99562,60,8.2,0.28,196,0
11.4,0.99128,10,1,0.25,80,0
12.9,0.98896,21,2.9,0.12,73,1
9.4,0.99558,59,7,0.28,194,0
12,0.98961,29,1.8,0.17,84,1
10.1,0.99338,19,1.5,0.25,113,1
9.4,0.99558,59,7,0.28,194,0
9.4,0.99562,60,8.2,0.28,196,0
9.2,0.99572,54,7.6,0.25,184,0
11.8,0.99056,43,2.3,0.24,109,1
12.3,0.99146,31,8.7,0.32,105,1
11.4,0.99128,10,1,0.25,80,0
12.9,0.98896,21,2.9,0.12,73,1
12.3,0.99172,26,6.7,0.24,91,1
13.5,0.99012,36,5,0.22,93,1
12.8,0.98912,41,1.9,0.32,142,1
12.8,0.98902,33,2,0.19,96,1
12.8,0.98912,41,1.9,0.32,142,1
11,0.99395,124,8.5,0.24,208,0
10.6,0.99539,19,12.6,0.35,124,1
12.4,0.99129,35,5.2,0.46,96,1
12.9,0.98956,33,2.1,0.3,142,1
11.1,0.9916,67,1.1,0.19,152,1
12.9,0.98889,36,1.3,0.24,95,1
11.8,0.99012,14,1.1,0.145,64,1
9.1,0.99833,66,9.2,0.435,243,1
12.7,0.98853,19,1.2,0.18,74,1
12,0.98942,31,1.1,0.18,96,1
11.2,0.99266,32,8.3,0.32,105,1
12.4,0.98962,26,1.8,0.16,105,1
10.4,0.99168,48,1.4,0.21,148,0
10.4,0.9968,29,15.7,0.29,124,0
12.7,0.98934,15,4.35,0.26,80,1
12.5,0.98995,30,1.8,0.26,105,1
12,0.991,15,1.6,0.17,103,1
11.6,0.99152,13,2,0.17,117,1
12.6,0.99048,42,5,0.25,126,1
10.2,0.99204,62,1.8,0.17,178,0
10.4,0.99202,11,1.3,0.17,70,1
11.5,0.9906,18,1,0.24,122,0
11,0.99091,36,1.4,0.21,112,1
10.1,0.99472,45,8.1,0.23,176,1
10.5,0.99452,47,8.6,0.23,159,1
12.1,0.99177,29,3.7,0.22,151,1
9.9,0.9934,42,5.7,0.165,146,1
11.4,0.99082,23,2.35,0.425,87,1
9.5,0.99784,52,13.65,0.38,189,1
9.5,0.99784,52,13.65,0.38,189,1
9.5,0.99784,52,13.65,0.38,189,1
10.9,0.99665,6,15.2,0.27,41,1
9.5,0.99422,23,4.6,0.17,98,1
12.6,0.98999,19,1.2,0.3,125,1
9.5,0.99422,23,4.6,0.17,98,1
11.1,0.99254,34,6.65,0.26,104,0
9.5,0.99782,51,13.55,0.36,189,1
9.5,0.99784,52,13.65,0.38,189,1
10.6,0.9952,64,9.8,0.18,188,1
10.6,0.99519,64,10.3,0.18,185,1
10.8,0.99384,43,6.7,0.16,157,1
10.9,0.99665,6,15.2,0.27,41,1
9.9,0.99596,26,9.9,0.17,101,1
11.3,0.9935,41,7.2,0.22,132,1
12.6,0.98862,47,1.1,0.22,90,1
12.5,0.99151,29,8.3,0.36,81,1
12.4,0.9922,31,11.25,0.43,87,1
11.8,0.99426,29,12.8,0.2,132,1
12.2,0.99168,26,9.65,0.32,119,1
10.7,0.99556,54,12.6,0.2,136,1
11.3,0.99356,25,12.2,0.22,97,1
12.5,0.99151,29,8.3,0.36,81,1
12.4,0.9922,31,11.25,0.43,87,1
11.3,0.99072,12,1.3,0.18,72,1
9.9,0.99596,26,9.9,0.17,101,1
11.3,0.9935,41,7.2,0.22,132,1
12.6,0.98862,47,1.1,0.22,90,1
11.5,0.98954,38,1.1,0.2,67,1
12.3,0.99076,26,4.8,0.2,76,1
12.2,0.9889,31,1.1,0.3,111,1
13.2,0.98794,30,1.4,0.29,114,1
10.2,0.99207,53,1.7,0.18,161,1
11.5,0.99355,32,10.6,0.22,117,1
13.2,0.98794,30,1.4,0.29,114,1
12.2,0.9889,31,1.1,0.3,111,1
11,0.99336,51,5.55,0.15,139,1
13.2,0.98882,49,2.1,0.28,121,1
9.5,0.99341,57,1.7,0.19,135,0
10.2,0.997,38,9,0.22,132,1
10.2,0.99207,53,1.7,0.18,161,1
11.4,0.99174,51,1.8,0.4,189,1
12.5,0.99042,56,4.7,0.28,140,1
9.2,0.9984,87,11.3,0.36,221,0
12.1,0.99111,29,3.6,0.28,121,1
10.7,0.9933,51,6.9,0.19,125,1
12.1,0.99111,29,3.6,0.28,121,1
11.2,0.99316,50,4.9,0.22,156,1
10.6,0.9946,42,6.95,0.23,179,1
11.8,0.99,34,1.9,0.32,126,1
12.5,0.99042,56,4.7,0.28,140,1
9.2,0.9984,87,11.3,0.36,221,0
12.6,0.99016,22,1.8,0.39,80,1
12.8,0.99381,11,11.3,0.24,77,1
12.3,0.99144,35,8.2,0.29,112,1
12.3,0.99139,37,8.3,0.28,113,1
12.4,0.9919,35,9.55,0.38,91,1
12.3,0.99192,35,8.4,0.28,115,1
9.1,0.99576,52,7.8,0.25,188,0
9.1,0.9958,48,7.8,0.26,186,0
10.6,0.9951,43,10.2,0.29,138,1
10.3,0.99304,44,5.5,0.19,189,1
9.5,0.99657,52,7.8,0.33,183,0
11.1,0.99268,25,7.4,0.32,95,1
10.8,0.99392,18,3.3,0.46,143,1
11.2,0.99242,34,5,0.19,120,0
10.8,0.99392,18,3.3,0.46,143,1
11.4,0.9925,52,5,0.27,99,0
11.2,0.99092,9,1.3,0.18,94,1
10.2,0.99137,14,1.2,0.15,119,1
11.1,0.99268,25,7.4,0.32,95,1
9.5,0.99657,52,7.8,0.33,183,0
10.2,0.99642,63,9.9,0.32,192,1
11,0.9916,24,0.7,0.23,111,0
11.5,0.99458,32,4.6,0.3,148,1
9.8,0.99373,37,5.6,0.14,127,1
10.1,0.99586,56,9.5,0.24,157,1
8.8,0.99942,31,14.8,0.21,195,1
11.5,0.99458,32,4.6,0.3,148,1
12.7,0.9895,50,2.1,0.3,163,1
9.8,0.9963,34,11.6,0.37,214,1
12.9,0.9892,18,1.2,0.64,76,0
9.8,0.9963,34,11.6,0.37,214,1
12.7,0.9895,50,2.1,0.3,163,1
8.5,1.00196,30,20.15,0.28,145,0
12.7,0.99036,28,4.7,0.29,81,1
13.1,0.989,22,4.3,0.28,105,1
9.1,0.99947,48,14.5,0.18,156,0
12.5,0.9916,18,4.9,0.32,122,1
9.1,0.99945,47,14.55,0.17,156,1
9.1,0.99945,47,14.55,0.17,156,1
11.2,0.99375,63,10.05,0.24,162,1
12.5,0.9916,18,4.9,0.32,122,1
9.1,0.99947,48,14.5,0.18,156,0
9.1,0.99945,47,14.55,0.17,156,1
9.1,0.99946,45,15.25,0.18,158,1
11.5,0.99153,41,3.15,0.29,117,0
12.9,0.98834,30,1.3,0.255,86,1
12.5,0.99138,19,5.2,0.34,92,1
12.3,0.98928,26,1.1,0.24,83,1
11.4,0.99246,20,7.1,0.24,97,1
9.4,0.99576,24,8.8,0.4,113,0
9.1,0.99956,65,18.5,0.3,224,0
9.4,0.99576,24,8.8,0.4,113,0
12,0.99026,35,1.4,0.17,106,0
11.1,0.99174,31,1.2,0.25,111,0
11.8,0.99058,14,5,0.27,97,1
11.4,0.9905,36,1.6,0.16,106,1
9.1,0.99956,65,18.75,0.3,224,0
12.1,0.99192,59,6,0.15,128,1
10.4,0.99554,34,9.4,0.34,178,1
9.2,0.99536,33,9.7,0.17,98,1
13,0.99056,29,4.75,0.47,134,1
12.1,0.99192,59,6,0.15,128,1
11.5,0.99112,43,5.35,0.21,106,1
11.5,0.99112,43,5.35,0.21,106,1
10,0.99616,13,6.8,0.24,134,0
11.1,0.99266,23,6.9,0.34,89,1
12.4,0.98918,40,1.4,0.54,107,0
12.2,0.98926,29,0.9,0.23,86,1
10.6,0.99114,60,1.2,0.39,172,0
11.1,0.9912,55,1.3,0.105,145,1
13.9,0.98936,17,2.6,0.32,123,1
9.2,0.9983,68,12,0.22,143,1
10.5,0.99532,41,9.85,0.19,103,1
11.3,0.99189,105,3.85,0.24,179,1
12.9,0.99,38,2,0.17,111,1
12.9,0.98914,40,1.6,0.3,106,1
9.6,0.99537,52,7.8,0.29,171,0
12.9,0.99,41,1.9,0.19,108,1
12.9,0.99,38,2,0.17,111,1
8.8,0.99742,54,10.3,0.24,219,0
13.2,0.98884,27,1.1,0.16,93,1
9.2,0.9983,68,12,0.22,143,1
11.3,0.99189,105,3.85,0.24,179,1
10.5,0.99532,41,9.85,0.19,103,1
10.5,0.99284,24,2,0.16,131,1
12.6,0.99026,37,4,0.3,97,1
9.5,0.99297,36,1.1,0.22,191,1
9.8,0.99711,22,10.4,0.36,184,1
13.4,0.98934,19,6.1,0.37,86,1
11.8,0.9913,39,1.8,0.31,150,1
9.8,0.99711,22,10.4,0.36,184,1
13.1,0.98964,34,4.7,0.32,94,1
12.6,0.99026,37,4,0.3,97,1
10.4,0.992,36,1.1,0.22,131,0
13.4,0.98944,20,6.4,0.45,102,1
13,0.99031,14,8.15,0.36,88,1
13.4,0.98934,19,6.1,0.37,86,1
10.2,0.99393,39,4.8,0.21,113,1
11.7,0.9904,16,1.2,0.28,98,1
9.5,0.99297,36,1.1,0.22,191,1
11.7,0.99088,25,1.4,0.2,83,1
11.4,0.99254,7,7.4,0.28,81,1
11.8,0.9913,39,1.8,0.31,150,1
11.2,0.99158,24,1,0.2,111,1
13,0.99408,31,15.5,0.28,134,1
13,0.99408,31,15.5,0.28,134,1
10.9,0.99473,42,8.4,0.24,123,1
11.6,0.98998,38,2.4,0.22,102,1
11.3,0.99146,61,3.95,0.24,134,1
12,0.99742,42,19.95,0.43,164,1
10.5,0.99273,18,2,0.3,141,1
13.1,0.98922,30,3,0.33,124,1
13,0.99408,31,15.5,0.28,134,1
10.9,0.99473,42,8.4,0.24,123,1
9.1,0.99869,30,14.3,0.29,181,0
13.4,0.9896,21,4.2,0.33,93,1
11.5,0.99108,29,1.4,0.16,133,1
11.2,0.99134,26,3,0.2,118,1
10.9,0.99385,21,4.9,0.33,155,1
13.5,0.98936,35,2.4,0.36,115,1
9.1,0.99869,30,14.3,0.29,181,0
9.9,0.99606,66,10.7,0.26,179,1
10.5,0.99508,75,11,0.22,167,1
11.7,0.99038,22,1.4,0.19,90,1
11,0.99158,30,1.2,0.21,117,1
13,0.9932,13,12.9,0.35,63,1
13.6,0.99164,28,10.8,0.38,95,1
12.3,0.98987,22,1.3,0.19,87,1
13.3,0.98947,61,2,0.33,171,1
13.7,0.98819,38,1.8,0.29,102,1
11.1,0.99133,26,1.2,0.2,131,0
13.4,0.99143,46,7.5,0.33,132,1
9.1,0.99571,101,9.7,0.23,207,0
11.3,0.99139,61,3.8,0.23,152,1
9.4,0.99537,55,7.2,0.32,178,0
9.1,0.99571,101,9.7,0.23,207,0
11.6,0.99186,40,6.3,0.36,132,1
11.6,0.99186,40,6.3,0.36,132,1
12.4,0.98984,29,0.8,0.27,128,1
9.8,0.9963,65,8.6,0.23,146,1
11.1,0.99312,19,6.3,0.75,50,0
13.1,0.9897,28,3.1,0.35,134,1
9.7,0.9955,45,7.2,0.31,178,0
9.2,0.99528,49,7.1,0.28,179,0
11.7,0.99279,17,6.4,0.23,85,1
10.6,0.99704,50,14.7,0.22,136,1
9.7,0.9955,45,7.2,0.31,178,0
9.2,0.99528,49,7.1,0.28,179,0
10.9,0.9914,30,1.9,0.24,92,1
10.1,0.99224,28,1.2,0.27,105,0
12.2,0.99074,54,4.8,0.28,128,1
12.7,0.98892,27,1.2,0.27,80,1
13,0.98959,27,3.4,0.28,99,1
11.2,0.99212,43,4.3,0.26,123,1
9.4,0.99576,46,8.5,0.23,153,1
11,0.9919,49,1.8,0.33,159,1
11,0.9919,49,1.8,0.33,159,1
9.2,1.00037,69,19.5,0.2,237,1
9.4,0.99576,46,8.5,0.23,153,1
9.2,1.00037,69,19.9,0.2,237,1
12.3,0.992,24,8.3,0.47,142,1
11,0.9919,49,1.8,0.33,159,1
10,0.99218,48,1.1,0.14,116,1
9,0.99855,39,16.65,0.22,110,1
9,0.99855,39,16.65,0.22,110,1
9,0.99855,39,16.65,0.22,110,1
11.1,0.99062,49,0.9,0.2,87,1
9.9,0.99362,27,6.1,0.14,123,1
12.2,0.99324,17,10.2,0.21,112,1
11.1,0.99062,49,0.9,0.2,87,1
9,0.99855,39,16.65,0.22,110,1
11.8,0.99098,5,3.85,0.34,34,0
12.9,0.99036,19,4.4,0.64,78,1
9,0.99398,23,4.5,0.48,86,0
12.4,0.9903,42,3.2,0.37,162,1
9,0.99398,23,4.5,0.48,86,0
12.9,0.99036,19,4.4,0.64,78,1
11.2,0.99406,15,9.7,0.25,85,1
12.6,0.9906,7,4.2,0.38,112,1
11.5,0.99089,20,4.2,0.26,80,1
11.3,0.99096,31,1.1,0.15,93,1
11.2,0.99406,15,9.7,0.25,85,1
11.5,0.99089,20,4.2,0.26,80,1
10.5,0.9936,8,5.6,0.655,31,0
12.6,0.9906,7,4.2,0.38,112,1
11.9,0.9911,20,1.6,0.31,87,1
10.1,0.99396,24,1.6,0.17,119,1
11,0.99089,32,1.1,0.18,112,1
10.6,0.9968,35,14.6,0.28,161,0
11.3,0.99138,39,2.6,0.23,120,1
11.2,0.99098,5,1.2,0.22,124,0
11.5,0.99238,14,7.25,0.25,78,1
11.1,0.99244,33,6.55,0.3,143,0
12.8,0.99176,19,7,0.26,130,1
12.3,0.98993,12,1.5,0.32,76,1
10.4,0.9929,15,1.4,0.24,102,1
11.5,0.99238,14,7.25,0.25,78,1
11.7,0.98988,42,1,0.24,104,1
10.7,0.992,52,4.2,0.28,158,1
9.5,0.99784,21,17.5,0.19,114,1
9.5,0.99784,21,17.5,0.19,114,1
9.5,0.99784,21,17.5,0.19,114,1
12,0.99006,37,1.5,0.19,107,1
10.8,0.99211,28,1.3,0.28,186,0
10.7,0.99202,52,3.9,0.28,158,1
10.7,0.992,52,4.2,0.28,158,1
10.7,0.99332,37,7.6,0.19,107,1
12.1,0.98958,40,1,0.16,123,1
11.9,0.98939,55,1.1,0.17,108,1
10.8,0.99492,54,11.8,0.19,137,1
12.3,0.99043,65,1.4,0.2,169,1
9.4,0.99787,49,9.7,0.39,226,1
9.9,0.99654,32,12.9,0.12,88,1
10.4,0.99304,29,1.6,0.295,140,1
10.4,0.9952,28,7.2,0.26,137,1
12.6,0.99165,37,7.1,0.32,122,1
12.5,0.9892,31,1.9,0.36,69,1
9.4,0.99628,35,8.8,0.35,167,0
9.2,0.99604,41,7.2,0.38,151,0
11.2,0.99164,30,1.4,0.14,90,1
9.2,0.998,27,14.3,0.16,149,1
9.2,0.998,27,14.3,0.16,149,1
9.4,0.99628,35,8.8,0.35,167,0
11.2,0.99164,30,1.4,0.14,90,1
10.8,0.99226,31,1.8,0.16,114,1
9.2,0.998,27,14.3,0.16,149,1
9.2,0.99604,41,7.2,0.38,151,0
12.5,0.98914,11,1.2,0.24,95,1
9.3,0.99794,66,11.8,0.32,188,0
11.4,0.99048,20,0.9,0.29,117,0
10,0.99726,48,12.6,0.27,118,1
10.6,1.00295,27,26.05,0.45,122,1
10.7,0.99278,108,4.7,0.2,168,1
10,0.99726,48,12.6,0.27,118,1
12.5,0.98914,11,1.2,0.24,95,1
10.6,1.00295,27,26.05,0.45,122,1
12.8,0.99054,12,6.1,0.36,93,1
9.3,0.99794,66,11.8,0.32,188,0
11.4,0.99048,20,0.9,0.29,117,0
9.5,0.99459,61,5.6,0.37,183,0
9.5,0.99459,57,5.3,0.38,181,1
9.5,0.9946,61,5.7,0.36,172,1
10.8,0.99362,21,8,0.3,124,1
10.8,0.99362,21,8,0.3,124,1
8.8,0.99966,34,17.6,0.21,125,1
10.8,0.99362,21,8,0.3,124,1
11,0.99442,57,8.8,0.31,156,1
12.4,0.98918,33,1.5,0.58,96,1
11.3,0.99089,12,1.4,0.26,66,1
11.2,0.99474,23,4.8,0.3,127,1
12.5,0.99008,34,2.4,0.29,89,1
10,0.99348,32,3.7,0.13,99,1
11,0.99283,42,4.9,0.19,130,1
10.5,0.99398,56,5.7,0.25,152,1
10.5,0.99398,56,5.7,0.25,152,1
11,0.99283,42,4.9,0.19,130,1
11.4,0.9908,30,2,0.24,133,1
11.3,0.99165,50,5.1,0.18,139,1
12.2,0.99076,10,4.5,0.33,73,1
12.6,0.98942,31,3.2,0.29,95,1
11.1,0.99244,30,6.65,0.31,138,0
12.3,0.99058,34,1.6,0.29,126,1
10.4,0.99255,6,4,0.19,122,0
8.8,0.99916,51,17.75,0.32,190,1
9.5,0.99306,17,1.4,0.085,109,1
8.8,0.99916,51,17.75,0.32,190,1
10.4,0.99498,17,7.2,0.18,109,1
13,0.99,27,5.7,0.52,130,1
12.2,0.99338,25,8.5,0.28,191,1
10.5,0.99456,49,11.4,0.15,128,1
10.8,0.9926,41,5.4,0.275,149,1
13.2,0.98856,34,2.7,0.53,128,1
13,0.98946,46,4.3,0.32,115,1
10,0.99346,26,1.2,0.22,152,1
10.4,0.99268,11,1.8,0.6,76,0
12.4,0.98944,59,1.3,0.26,145,1
12.9,0.98976,54,5.7,0.29,155,1
13.2,0.98856,34,2.7,0.53,128,1
10.5,0.99523,61,11.7,0.21,152,1
13,0.98946,46,4.3,0.32,115,1
11.2,0.99402,2,11,0.27,82,0
12.7,0.98916,41,1.6,0.37,102,1
9.4,0.99655,61,11.6,0.21,155,1
12.9,0.99071,29,6.2,0.3,95,1
13,0.98889,26,1.8,0.41,74,1
13.6,0.98742,25,1.2,0.3,93,1
9.1,0.99336,26,1,0.34,112,0
10.4,0.992,42,2.4,0.25,166,1
13.6,0.98742,25,1.2,0.3,93,1
12.2,0.99275,29,8.2,0.58,169,1
8.7,1.00044,19,18.8,0.23,111,0
10.5,0.99444,19,9.6,0.2,105,1
10.2,0.99742,79.5,12.9,0.15,183,1
12.5,0.99228,37,9.2,0.22,122,1
11.3,0.99058,39,1.2,0.16,122,1
10.2,0.99742,79.5,12.9,0.15,183,1
12.6,0.99164,33,8,0.31,122,1
10.2,0.99742,79.5,12.9,0.15,183,1
9.8,0.99438,27,1.6,0.3,177,0
10.8,0.99402,39,12,0.16,98,0
12.5,0.99128,41,2.5,0.21,186,1
12.5,0.99228,37,9.2,0.22,122,1
11.5,0.991,37,4.4,0.21,150,1
11.4,0.9931,23,8.8,0.22,112,1
10.5,0.99444,19,9.6,0.2,105,1
12.6,0.99164,33,8,0.31,122,1
8.7,1.00044,19,18.8,0.23,111,0
11,0.99112,61,1.3,0.15,146,1
11.3,0.99058,39,1.2,0.16,122,1
10.2,0.99742,79.5,12.9,0.15,182,1
11.6,0.98961,32,1.2,0.22,96,1
9.8,0.99438,27,1.6,0.3,177,0
10.1,0.99344,24,1.5,0.3,145,0
9.2,0.99904,23,18.15,0.26,139,0
9.1,0.99884,26,13.1,0.24,180,1
9.1,0.99884,26,13.1,0.24,180,1
9.1,0.99884,26,13.1,0.24,180,1
9.1,0.99884,26,13.1,0.24,180,1
11.7,0.98949,45,1,0.15,79,1
12.6,0.99014,29,1.6,0.34,114,1
9,0.99786,61,11.8,0.35,183,0
10.1,0.99206,53,1.4,0.31,141,0
13.6,0.98722,5,1,0.67,9,0
9.1,0.99884,26,13.1,0.24,180,1
9.2,0.99666,57,10.6,0.2,159,0
8.8,0.99754,45,10.4,0.28,190,0
10,0.99272,34,1.1,0.18,95,0
9.1,0.99712,20,7.4,0.35,196,1
11.2,0.99104,29,1.2,0.22,182,0
9.2,0.99373,20,3.4,0.18,119,1
9.2,0.99904,23,18.15,0.26,139,0
9.5,0.9956,54,8,0.3,200,0
